issue_number,buggy_generated,fixed_generated,buggy_syntax_valid,fixed_syntax_valid,buggy_execution_status,fixed_execution_status,reconstruction_status,notes,case_dir,issue_id,platform,api_era,bug_summary,fix_summary,pair_similarity,buggy_lines,fixed_lines,provider,model,cached,repair_rounds,input_tokens,output_tokens,source_truncated_fields
1061,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,BUGGY CODE: 6 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: contains prose rather than code | model flagged for review: Original code used qiskit-nature UCCSD/LiH setup which is too heavy to reproduce standalone; replaced with a minimal equivalent VQE/Hamiltonian setup that preserves the reported Estimator configuration bug. | flagged during reconstruction: Original code used qiskit-nature UCCSD/LiH setup which is too heavy to reproduce standalone; replaced with a minimal equivalent VQE/Hamiltonian setup that preserves the reported Estimator configuration bug.,issue_1061,32667,SE,legacy,"AerEstimator is used with its default settings (sampling mode / shot noise), unlike the ideal qiskit.primitives Estimator, causing VQE results to be noisy and slow.","Configure AerEstimator with approximation=True and shots=None so it computes exact expectation values, matching the ideal Estimator behavior.",0.8915,41,43,anthropic,claude-sonnet-5,False,0,4882,3154,
1063,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: Original question is exploratory (""can qiskit build a circuit from a unitary?"") rather than a crisp bug report, and the answer's example is a generic snippet not a direct patch of the asker's script, so the mapping between reported issue and code fix required inference. | flagged during reconstruction: Original question is exploratory (""can qiskit build a circuit from a unitary?"") rather than a crisp bug report, and the answer's example is a generic snippet not a direct patch of the asker's script, so the mapping between reported issue and code fix required inference.",issue_1063,28424,SE,legacy,Script computes CirB from the unitary matrix via QuantumCircuit.unitary() but mistakenly prints CirA twice instead of printing the reconstructed circuit CirB.,"Print CirB (the circuit built from the unitary matrix) instead of re-printing CirA, matching the answer's explanation that QuantumCircuit.unitary()/UnitaryGate already builds the circuit from a unitar",0.8979,23,25,anthropic,claude-sonnet-5,False,0,3204,3141,
1066,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 5 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 2 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1066,41735,SE,modern,Using StatevectorSimulator().run() via qk.transpile/simulator.run() to obtain a statevector fails (kernel crash) because the state_preparation instruction blocks are not well handled by the Aer simula,Replace the StatevectorSimulator run/transpile pipeline with a direct qiskit.quantum_info.Statevector(circuit) call to obtain the statevector without invoking Aer.,0.8311,20,17,anthropic,claude-sonnet-5,False,0,4306,895,
1065,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1065,38814,SE,modern,User mistakenly believes both branches of circuit.if_test()/else_ execute simultaneously because circuit.draw() shows both gates present in the built circuit.,"Clarify that if_test/else_ are context managers that build both branches into the circuit structure; the actual conditional execution only happens at runtime, demonstrated by running the circuit on Ae",0.6354,17,22,anthropic,claude-sonnet-5,False,0,2440,1734,
1072,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 2 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 5 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | not executed (remote access required or execution disabled); validated statically only,issue_1072,26848,SE,legacy,"to_cartesian swapped phi/theta, rotation used numpy's 1j and np.matrix(U_n).H (invalid for sympy Matrix) instead of sympy's I and Dagger, and extract_angles only used the real part of the amplitude ca","Swap phi/theta in to_cartesian, use sympy's I with Dagger(U_n) for the conjugate-transpose, and compute phi_rotated via arctan2 of the real/imaginary parts instead of arccos of only the real part.",0.908,58,60,anthropic,claude-sonnet-5,False,0,6044,5375,
1073,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | FIXED CODE: contains prose rather than code | model flagged for review: Source question and answer contain no actual code snippets (only prose and bare identifiers like 'qiskit', 'SWAP', 'CNOT'); reconstruction is a conservative conceptual illustration rather than a faithful bug/fix pair. | flagged during reconstruction: Source question and answer contain no actual code snippets (only prose and bare identifiers like 'qiskit', 'SWAP', 'CNOT'); reconstruction is a conservative conceptual illustration rather than a faithful bug/fix pair.",issue_1073,21058,SE,legacy,No actual code bug exists; the buggy field is a conceptual misconception that transpilation requires materializing the full 2^n x 2^n unitary matrix.,"Placeholder fix demonstrating that transpilation operates on gate-level/DAG representations via qiskit's transpile(), not full unitary matrices, aligning with the answer's explanation.",0.3084,20,16,anthropic,claude-sonnet-5,False,0,2599,1084,
1070,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: 4 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_1070,24091,SE,modern,"A Pauli Transfer Matrix was passed to qi.SuperOp as if it were already a computational-basis superoperator, producing invalid (non-Kraus) matrices whose sum was not the identity.","Wrap the process matrix with qi.PTM (Pauli Transfer Matrix representation) before converting to Kraus operators, so the basis is correctly interpreted and the Kraus completeness relation holds.",0.8406,16,17,anthropic,claude-sonnet-5,False,0,5036,2225,
1074,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | not executed (remote access required or execution disabled); validated statically only,issue_1074,20749,SE,legacy,"custom_excitation_list returns a single malformed excitation entry (a 3-tuple of orbital-index tuples) instead of separate (occupied, unoccupied) pairs, so UCC only creates one parameter.","Reformat my_excitation_list as a list of (occupied, unoccupied) tuple pairs, giving each excitation its own parameter.",0.9285,50,54,anthropic,claude-sonnet-5,False,0,5042,2558,
5,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,not executed (remote access required or execution disabled); validated statically only,issue_005_so,59753527,SO,legacy,"Printing the unitary matrix directly with print() truncates/collapses the 2D array output, not showing all rows/columns clearly.",Iterate over the unitary's rows and print each one individually so the full matrix is displayed.,0.9169,10,11,anthropic,claude-sonnet-5,False,0,1392,625,
1068,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: 1 duplicate block(s) removed | BUGGY CODE: newlines appear destroyed; line structure must be reconstructed | FIXED CODE: 1 duplicate block(s) removed | FIXED CODE: newlines appear destroyed; line structure must be reconstructed | model flagged for review: The scraped ""buggy"" code block was actually the asker's post-answer working helper functions (already using the fix), not the original failing code; the true buggy approach had to be inferred from the referenced deprecated-API threads and reconstructed conservatively. | flagged during reconstruction: The scraped ""buggy"" code block was actually the asker's post-answer working helper functions (already using the fix), not the original failing code; the true buggy approach had to be inferred from the referenced deprecated-API threads and reconstructed conservatively.",issue_1068,40011,SE,legacy,"Using the deprecated/removed IBMQ provider API to fetch historical backend calibration data, which no longer works",Switch to qiskit_ibm_runtime's QiskitRuntimeService and call backend.properties(datetime=...) to retrieve historical calibration data,0.427,11,9,anthropic,claude-sonnet-5,False,0,4731,2806,
9,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"BUGGY CODE: contains prose rather than code | model flagged for review: Original scraped content was pure prose/explanation with no real code; reconstruction is a plausible minimal repro inferred from the Q&A discussion, not directly extracted from source. | flagged during reconstruction: Original scraped content was pure prose/explanation with no real code; reconstruction is a plausible minimal repro inferred from the Q&A discussion, not directly extracted from source.",issue_009,65025679,SO,legacy,Calling transpile with an invalid layout_method string ('csp_layout') raises TranspilerError since CSP layout is not a selectable layout_method name.,Use a valid layout_method (e.g. 'noise_adaptive'); CSPLayout itself is tried automatically by the preset pass managers at optimization_level 2/3.,0.5835,16,18,anthropic,claude-sonnet-5,False,0,2051,679,
10,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"model flagged for review: The fixed code as scraped from the answer is itself malformed (QuantumRegister(3,3) and bare 'circuit' library reference), so it is reproduced verbatim per source fidelity rather than corrected further. | flagged during reconstruction: The fixed code as scraped from the answer is itself malformed (QuantumRegister(3,3) and bare 'circuit' library reference), so it is reproduced verbatim per source fidelity rather than corrected further.",issue_010_so,61286903,SO,legacy,"Attempting to use c_if with a qubit as the control condition, which only accepts classical bits/registers and integer values.",Replace the invalid qubit-conditioned c_if chain with a multi-controlled gate (MCXGate) that natively supports quantum-bit control states.,0.2081,12,3,anthropic,claude-sonnet-5,False,0,1769,1128,
18,True,True,True,True,NOT_RUN,NOT_RUN,SUCCESS,FIXED CODE: contains prose rather than code | not executed (remote access required or execution disabled); validated statically only,issue_018_so,78180575,SO,modern,Importing Aer from qiskit fails since qiskit-aer moved out of the main qiskit package in Qiskit 1.0,Install qiskit-aer package and import Aer from qiskit_aer instead of qiskit,0.6569,3,2,anthropic,claude-sonnet-5,False,0,1571,252,
19,True,True,True,True,NOT_RUN,NOT_RUN,NEEDS_REVIEW,"model flagged for review: the answer's explanation is truncated in the provided solution text and is largely conceptual (explaining expected 0 due to secret_unitary dagger), so the exact intended code correction (measurement ordering vs. applying an inverse gate) is inferred rather than explicitly given | flagged during reconstruction: the answer's explanation is truncated in the provided solution text and is largely conceptual (explaining expected 0 due to secret_unitary dagger), so the exact intended code correction (measurement ordering vs. applying an inverse gate) is inferred rather than explicitly given",issue_019_so,60918011,SO,legacy,"qc.measure(2,2) is appended to the circuit after execute() has already run, so the reported result never actually reflects a measurement of qubit 2",move the measurement of qubit 2 before the execute() call so the simulated result correctly reflects the teleported state,0.6618,25,27,anthropic,claude-sonnet-5,False,0,2402,2767,
